start time,end time,data source
2025-11-12T00:45:00Z,2025-11-12T01:00:00Z,Fitbit App
2025-11-12T01:39:00Z,2025-11-12T03:14:00Z,Fitbit App
2025-11-12T03:15:00Z,2025-11-12T03:51:00Z,Fitbit App
2025-11-12T04:10:00Z,2025-11-12T04:42:00Z,Fitbit App
2025-11-12T04:43:00Z,2025-11-12T08:00:00Z,Fitbit App
2025-11-12T15:50:00Z,2025-11-12T16:18:00Z,Fitbit App
2025-11-12T16:38:00Z,2025-11-12T17:56:00Z,Fitbit App
2025-11-12T17:57:00Z,2025-11-12T18:17:00Z,Fitbit App
2025-11-12T18:26:00Z,2025-11-12T20:03:00Z,Fitbit App
2025-11-12T21:35:00Z,2025-11-12T21:45:00Z,Fitbit App
2025-11-12T21:50:00Z,2025-11-12T22:01:00Z,Fitbit App
2025-11-12T22:15:00Z,2025-11-12T22:36:00Z,Fitbit App
2025-11-12T22:37:00Z,2025-11-12T22:51:00Z,Fitbit App
2025-11-12T22:54:00Z,2025-11-12T23:30:00Z,Fitbit App
2025-11-12T23:34:00Z,2025-11-12T23:52:00Z,Fitbit App
2025-11-12T23:53:00Z,2025-11-13T00:13:00Z,Fitbit App
