timestamp,latitude,longitude,altitude,data source
2025-09-20T15:37:13Z,34.424025,-119.618992,18.3,Charge 6
2025-09-20T15:37:14Z,34.424025,-119.618992,18.3,Charge 6
2025-09-20T15:37:15Z,34.424025,-119.618992,18.3,Charge 6
2025-09-20T15:37:16Z,34.424025,-119.618992,18.3,Charge 6
2025-09-20T15:37:17Z,34.424025,-119.618992,18.3,Charge 6
2025-09-20T15:37:18Z,34.424025,-119.618992,18.3,Charge 6
2025-09-20T15:37:19Z,34.424025,-119.618992,18.3,Charge 6
2025-09-20T15:37:20Z,34.424025,-119.618992,18.3,Charge 6
2025-09-20T15:37:21Z,34.424025,-119.618992,18.3,Charge 6
2025-09-20T15:37:22Z,34.424025,-119.618992,18.3,Charge 6
2025-09-20T15:37:23Z,34.424025,-119.618992,18.3,Charge 6
2025-09-20T15:38:14Z,34.424000,-119.619015,18.4,Charge 6
2025-09-20T15:38:15Z,34.424000,-119.619015,18.4,Charge 6
2025-09-20T15:38:16Z,34.424000,-119.619015,18.4,Charge 6
2025-09-20T15:38:17Z,34.424000,-119.619015,18.4,Charge 6
2025-09-20T15:38:18Z,34.424000,-119.619015,18.4,Charge 6
2025-09-20T15:38:19Z,34.424000,-119.619015,18.4,Charge 6
2025-09-20T15:38:20Z,34.424000,-119.619015,18.4,Charge 6
2025-09-20T15:38:21Z,34.424000,-119.619015,18.4,Charge 6
2025-09-20T15:38:22Z,34.424000,-119.619015,18.4,Charge 6
2025-09-20T15:38:23Z,34.424000,-119.619015,18.4,Charge 6
2025-09-20T15:38:24Z,34.424000,-119.619015,18.4,Charge 6
2025-09-20T15:38:25Z,34.424000,-119.619015,18.4,Charge 6
2025-09-20T15:38:26Z,34.424000,-119.619015,18.4,Charge 6
2025-09-20T15:38:27Z,34.424000,-119.619015,18.4,Charge 6
2025-09-20T15:38:28Z,34.424000,-119.619015,18.4,Charge 6
