start time,end time,data source
2025-11-06T00:28:00Z,2025-11-06T01:44:00Z,Fitbit App
2025-11-06T01:45:00Z,2025-11-06T02:26:00Z,Fitbit App
2025-11-06T03:11:00Z,2025-11-06T03:53:00Z,Fitbit App
2025-11-06T04:04:00Z,2025-11-06T04:46:00Z,Fitbit App
2025-11-06T05:00:00Z,2025-11-06T05:45:00Z,Fitbit App
2025-11-06T07:35:00Z,2025-11-06T07:46:00Z,Fitbit App
2025-11-06T08:15:00Z,2025-11-06T09:12:00Z,Fitbit App
2025-11-06T16:02:00Z,2025-11-06T17:19:00Z,Fitbit App
2025-11-06T17:31:00Z,2025-11-06T18:03:00Z,Fitbit App
2025-11-06T18:23:00Z,2025-11-06T18:35:00Z,Fitbit App
2025-11-06T18:52:00Z,2025-11-06T19:13:00Z,Fitbit App
2025-11-06T19:18:00Z,2025-11-06T19:35:00Z,Fitbit App
2025-11-06T19:36:00Z,2025-11-06T20:19:00Z,Fitbit App
2025-11-06T20:30:00Z,2025-11-06T21:48:00Z,Fitbit App
2025-11-06T21:59:00Z,2025-11-06T22:37:00Z,Fitbit App
2025-11-06T22:45:00Z,2025-11-06T22:56:00Z,Fitbit App
2025-11-06T23:11:00Z,2025-11-06T23:26:00Z,Fitbit App
2025-11-06T23:31:00Z,2025-11-06T23:51:00Z,Fitbit App
2025-11-06T23:52:00Z,2025-11-07T00:50:00Z,Fitbit App
