start time,end time,data source
2025-10-02T00:08:00Z,2025-10-02T00:23:00Z,Fitbit App
2025-10-02T00:40:00Z,2025-10-02T00:50:00Z,Fitbit App
2025-10-02T01:59:00Z,2025-10-02T02:39:00Z,Fitbit App
2025-10-02T03:09:00Z,2025-10-02T03:31:00Z,Fitbit App
2025-10-02T04:01:00Z,2025-10-02T04:15:00Z,Fitbit App
2025-10-02T04:33:00Z,2025-10-02T06:17:00Z,Fitbit App
2025-10-02T06:30:00Z,2025-10-02T07:00:00Z,Fitbit App
2025-10-02T14:19:00Z,2025-10-02T14:41:00Z,Fitbit App
2025-10-02T15:02:00Z,2025-10-02T16:02:00Z,Fitbit App
2025-10-02T18:15:00Z,2025-10-02T18:41:00Z,Fitbit App
2025-10-02T18:42:00Z,2025-10-02T19:04:00Z,Fitbit App
2025-10-02T19:28:00Z,2025-10-02T20:47:00Z,Fitbit App
2025-10-02T20:58:00Z,2025-10-02T21:36:00Z,Fitbit App
2025-10-02T21:42:00Z,2025-10-02T22:36:00Z,Fitbit App
2025-10-02T22:43:00Z,2025-10-02T23:14:00Z,Fitbit App
2025-10-02T23:20:00Z,2025-10-02T23:44:00Z,Fitbit App
2025-10-02T23:49:00Z,2025-10-03T00:10:00Z,Fitbit App
