start time,end time,data source
2026-01-09T02:34:00Z,2026-01-09T02:44:00Z,Fitbit App
2026-01-09T02:47:00Z,2026-01-09T02:57:00Z,Fitbit App
2026-01-09T03:05:00Z,2026-01-09T03:41:00Z,Fitbit App
2026-01-09T04:06:00Z,2026-01-09T04:17:00Z,Fitbit App
2026-01-09T04:18:00Z,2026-01-09T04:38:00Z,Fitbit App
2026-01-09T04:39:00Z,2026-01-09T06:26:00Z,Fitbit App
2026-01-09T06:30:00Z,2026-01-09T06:41:00Z,Fitbit App
2026-01-09T06:54:00Z,2026-01-09T07:04:00Z,Fitbit App
2026-01-09T07:22:00Z,2026-01-09T07:44:00Z,Fitbit App
2026-01-09T08:00:00Z,2026-01-09T08:18:00Z,Fitbit App
2026-01-09T17:39:00Z,2026-01-09T18:20:00Z,Fitbit App
2026-01-09T18:28:00Z,2026-01-09T18:46:00Z,Fitbit App
2026-01-09T18:50:00Z,2026-01-09T19:02:00Z,Fitbit App
2026-01-09T19:10:00Z,2026-01-09T19:29:00Z,Fitbit App
2026-01-09T19:36:00Z,2026-01-09T19:49:00Z,Fitbit App
2026-01-09T20:07:00Z,2026-01-09T20:27:00Z,Fitbit App
2026-01-09T21:10:00Z,2026-01-10T00:20:00Z,Fitbit App
