timestamp,beats per minute,data source
2025-12-20T00:00:01Z,64.0,Charge 6
2025-12-20T00:00:03Z,63.0,Charge 6
2025-12-20T00:00:04Z,62.0,Charge 6
2025-12-20T00:00:06Z,61.0,Charge 6
2025-12-20T00:00:09Z,61.0,Charge 6
2025-12-20T00:00:10Z,61.0,Charge 6
2025-12-20T00:00:12Z,62.0,Charge 6
2025-12-20T00:00:15Z,62.0,Charge 6
2025-12-20T00:00:18Z,64.0,Charge 6
2025-12-20T00:00:20Z,66.0,Charge 6
2025-12-20T00:00:23Z,66.0,Charge 6
2025-12-20T00:00:26Z,66.0,Charge 6
2025-12-20T00:00:28Z,65.0,Charge 6
2025-12-20T00:00:29Z,64.0,Charge 6
2025-12-20T00:00:31Z,63.0,Charge 6
2025-12-20T00:00:34Z,63.0,Charge 6
2025-12-20T00:00:35Z,62.0,Charge 6
2025-12-20T00:00:38Z,62.0,Charge 6
2025-12-20T00:00:41Z,62.0,Charge 6
2025-12-20T00:00:44Z,62.0,Charge 6
2025-12-20T00:00:45Z,65.0,Charge 6
2025-12-20T00:00:47Z,67.0,Charge 6
2025-12-20T00:00:49Z,66.0,Charge 6
2025-12-20T00:00:51Z,67.0,Charge 6
2025-12-20T00:00:52Z,69.0,Charge 6
2025-12-20T00:00:54Z,68.0,Charge 6
2025-12-20T00:00:56Z,67.0,Charge 6
2025-12-20T00:00:58Z,65.0,Charge 6
2025-12-20T00:01:00Z,64.0,Charge 6
2025-12-20T00:01:02Z,62.0,Charge 6
2025-12-20T00:01:04Z,60.0,Charge 6
2025-12-20T00:01:07Z,60.0,Charge 6
2025-12-20T00:01:08Z,60.0,Charge 6
2025-12-20T00:01:10Z,59.0,Charge 6
2025-12-20T00:01:12Z,60.0,Charge 6
2025-12-20T00:01:14Z,61.0,Charge 6
2025-12-20T00:01:17Z,61.0,Charge 6
2025-12-20T00:01:19Z,60.0,Charge 6
2025-12-20T00:01:22Z,60.0,Charge 6
2025-12-20T00:01:23Z,61.0,Charge 6
2025-12-20T00:01:26Z,61.0,Charge 6
2025-12-20T00:01:27Z,60.0,Charge 6
2025-12-20T00:01:30Z,60.0,Charge 6
2025-12-20T00:01:33Z,60.0,Charge 6
2025-12-20T00:01:35Z,61.0,Charge 6
2025-12-20T00:01:38Z,61.0,Charge 6
2025-12-20T00:01:41Z,61.0,Charge 6
2025-12-20T00:01:44Z,60.0,Charge 6
2025-12-20T00:01:47Z,60.0,Charge 6
2025-12-20T00:01:50Z,60.0,Charge 6
2025-12-20T00:01:53Z,60.0,Charge 6
2025-12-20T00:01:54Z,61.0,Charge 6
2025-12-20T00:01:57Z,61.0,Charge 6
2025-12-20T00:01:58Z,60.0,Charge 6
2025-12-20T00:02:00Z,59.0,Charge 6
2025-12-20T00:02:03Z,59.0,Charge 6
2025-12-20T00:02:05Z,60.0,Charge 6
2025-12-20T00:02:08Z,60.0,Charge 6
2025-12-20T00:02:09Z,59.0,Charge 6
2025-12-20T00:02:11Z,60.0,Charge 6
2025-12-20T00:02:14Z,60.0,Charge 6
2025-12-20T00:02:17Z,60.0,Charge 6
2025-12-20T00:02:20Z,60.0,Charge 6
2025-12-20T00:02:23Z,61.0,Charge 6
2025-12-20T00:02:26Z,61.0,Charge 6
2025-12-20T00:02:29Z,61.0,Charge 6
2025-12-20T00:02:30Z,62.0,Charge 6
