start time,end time,data source
2025-11-23T04:01:00Z,2025-11-23T04:18:00Z,Fitbit App
2025-11-23T04:35:00Z,2025-11-23T04:48:00Z,Fitbit App
2025-11-23T04:49:00Z,2025-11-23T05:43:00Z,Fitbit App
2025-11-23T05:47:00Z,2025-11-23T06:01:00Z,Fitbit App
2025-11-23T06:30:00Z,2025-11-23T06:45:00Z,Fitbit App
2025-11-23T08:00:00Z,2025-11-23T08:10:00Z,Fitbit App
2025-11-23T09:32:00Z,2025-11-23T09:51:00Z,Fitbit App
2025-11-23T10:11:00Z,2025-11-23T10:57:00Z,Fitbit App
2025-11-23T11:12:00Z,2025-11-23T11:29:00Z,Fitbit App
2025-11-23T13:19:00Z,2025-11-23T13:51:00Z,Fitbit App
2025-11-23T13:57:00Z,2025-11-23T14:44:00Z,Fitbit App
2025-11-23T18:47:00Z,2025-11-23T19:46:00Z,Fitbit App
2025-11-23T20:09:00Z,2025-11-23T20:39:00Z,Fitbit App
2025-11-23T21:14:00Z,2025-11-23T21:36:00Z,Fitbit App
2025-11-23T21:40:00Z,2025-11-23T22:15:00Z,Fitbit App
2025-11-23T22:37:00Z,2025-11-23T23:17:00Z,Fitbit App
2025-11-23T23:18:00Z,2025-11-23T23:34:00Z,Fitbit App
2025-11-23T23:35:00Z,2025-11-24T00:20:00Z,Fitbit App
