start time,end time,data source
2025-11-20T00:19:00Z,2025-11-20T00:53:00Z,Fitbit App
2025-11-20T00:56:00Z,2025-11-20T01:37:00Z,Fitbit App
2025-11-20T01:50:00Z,2025-11-20T02:10:00Z,Fitbit App
2025-11-20T02:39:00Z,2025-11-20T02:56:00Z,Fitbit App
2025-11-20T03:17:00Z,2025-11-20T03:49:00Z,Fitbit App
2025-11-20T04:06:00Z,2025-11-20T05:04:00Z,Fitbit App
2025-11-20T07:15:00Z,2025-11-20T07:57:00Z,Fitbit App
2025-11-20T08:00:00Z,2025-11-20T08:24:00Z,Fitbit App
2025-11-20T09:02:00Z,2025-11-20T09:18:00Z,Fitbit App
2025-11-20T13:58:00Z,2025-11-20T14:18:00Z,Fitbit App
2025-11-20T15:21:00Z,2025-11-20T15:51:00Z,Fitbit App
2025-11-20T15:55:00Z,2025-11-20T16:08:00Z,Fitbit App
2025-11-20T16:39:00Z,2025-11-20T17:11:00Z,Fitbit App
2025-11-20T17:15:00Z,2025-11-20T18:14:00Z,Fitbit App
2025-11-20T20:09:00Z,2025-11-20T20:20:00Z,Fitbit App
2025-11-20T20:30:00Z,2025-11-20T21:23:00Z,Fitbit App
2025-11-20T21:24:00Z,2025-11-20T21:47:00Z,Fitbit App
2025-11-20T22:16:00Z,2025-11-20T22:27:00Z,Fitbit App
2025-11-20T22:43:00Z,2025-11-21T00:12:00Z,Fitbit App
