start time,end time,data source
2025-11-02T02:33:00Z,2025-11-02T02:45:00Z,Fitbit App
2025-11-02T03:13:00Z,2025-11-02T04:11:00Z,Fitbit App
2025-11-02T04:23:00Z,2025-11-02T04:42:00Z,Fitbit App
2025-11-02T04:53:00Z,2025-11-02T05:45:00Z,Fitbit App
2025-11-02T05:46:00Z,2025-11-02T06:17:00Z,Fitbit App
2025-11-02T06:32:00Z,2025-11-02T07:00:00Z,Fitbit App
2025-11-02T08:00:00Z,2025-11-02T08:52:00Z,Fitbit App
2025-11-02T14:30:00Z,2025-11-02T15:19:00Z,Fitbit App
2025-11-02T17:00:00Z,2025-11-02T17:24:00Z,Fitbit App
2025-11-02T18:06:00Z,2025-11-02T18:55:00Z,Fitbit App
2025-11-02T19:21:00Z,2025-11-02T20:04:00Z,Fitbit App
2025-11-02T20:39:00Z,2025-11-02T20:55:00Z,Fitbit App
2025-11-02T21:01:00Z,2025-11-02T21:26:00Z,Fitbit App
2025-11-02T21:45:00Z,2025-11-02T22:38:00Z,Fitbit App
