start time,end time,data source
2025-12-29T01:58:00Z,2025-12-29T02:45:00Z,Fitbit App
2025-12-29T02:47:00Z,2025-12-29T03:05:00Z,Fitbit App
2025-12-29T04:38:00Z,2025-12-29T05:00:00Z,Fitbit App
2025-12-29T05:00:00Z,2025-12-29T05:14:00Z,Fitbit App
2025-12-29T05:15:00Z,2025-12-29T07:23:00Z,Fitbit App
2025-12-29T16:12:00Z,2025-12-29T16:56:00Z,Fitbit App
2025-12-29T18:10:00Z,2025-12-29T18:38:00Z,Fitbit App
2025-12-29T18:40:00Z,2025-12-29T19:22:00Z,Fitbit App
2025-12-29T20:02:00Z,2025-12-29T20:29:00Z,Fitbit App
2025-12-29T21:01:00Z,2025-12-29T21:23:00Z,Fitbit App
2025-12-29T21:27:00Z,2025-12-29T21:45:00Z,Fitbit App
2025-12-29T21:57:00Z,2025-12-29T22:12:00Z,Fitbit App
2025-12-29T22:16:00Z,2025-12-29T22:36:00Z,Fitbit App
