start time,end time,data source
2026-02-19T01:05:00Z,2026-02-19T01:53:00Z,Fitbit App
2026-02-19T01:57:00Z,2026-02-19T02:09:00Z,Fitbit App
2026-02-19T02:23:00Z,2026-02-19T02:35:00Z,Fitbit App
2026-02-19T03:12:00Z,2026-02-19T03:29:00Z,Fitbit App
2026-02-19T03:31:00Z,2026-02-19T03:57:00Z,Fitbit App
2026-02-19T04:12:00Z,2026-02-19T05:00:00Z,Fitbit App
2026-02-19T05:01:00Z,2026-02-19T05:51:00Z,Fitbit App
2026-02-19T06:00:00Z,2026-02-19T08:00:00Z,Fitbit App
2026-02-19T06:16:00Z,2026-02-19T06:35:00Z,Fitbit App
2026-02-19T08:00:00Z,2026-02-19T09:10:00Z,Fitbit App
2026-02-19T09:14:00Z,2026-02-19T10:52:00Z,Fitbit App
2026-02-19T11:11:00Z,2026-02-19T11:26:00Z,Fitbit App
2026-02-19T17:33:00Z,2026-02-19T17:54:00Z,Fitbit App
2026-02-19T18:57:00Z,2026-02-19T19:12:00Z,Fitbit App
2026-02-19T19:13:00Z,2026-02-19T19:27:00Z,Fitbit App
2026-02-19T19:29:00Z,2026-02-19T20:06:00Z,Fitbit App
2026-02-19T19:38:00Z,2026-02-19T20:06:00Z,Fitbit App
2026-02-19T20:11:00Z,2026-02-19T20:21:00Z,Fitbit App
2026-02-19T20:31:00Z,2026-02-19T20:42:00Z,Fitbit App
2026-02-19T21:02:00Z,2026-02-19T21:13:00Z,Fitbit App
2026-02-19T21:20:00Z,2026-02-19T21:53:00Z,Fitbit App
2026-02-19T21:22:00Z,2026-02-19T21:53:00Z,Fitbit App
2026-02-19T21:58:00Z,2026-02-19T22:41:00Z,Fitbit App
2026-02-19T22:47:00Z,2026-02-19T22:59:00Z,Fitbit App
2026-02-19T23:06:00Z,2026-02-19T23:38:00Z,Fitbit App
