start time,end time,data source
2026-02-15T05:33:00Z,2026-02-15T06:00:00Z,Fitbit App
2026-02-15T06:43:00Z,2026-02-15T08:00:00Z,Fitbit App
2026-02-15T14:03:00Z,2026-02-15T14:17:00Z,Fitbit App
2026-02-15T14:19:00Z,2026-02-15T15:03:00Z,Fitbit App
2026-02-15T15:23:00Z,2026-02-15T15:35:00Z,Fitbit App
2026-02-15T15:51:00Z,2026-02-15T16:21:00Z,Fitbit App
2026-02-15T16:26:00Z,2026-02-15T16:36:00Z,Fitbit App
2026-02-15T16:37:00Z,2026-02-15T17:16:00Z,Fitbit App
2026-02-15T17:17:00Z,2026-02-15T17:27:00Z,Fitbit App
2026-02-15T17:28:00Z,2026-02-15T17:38:00Z,Fitbit App
2026-02-15T19:41:00Z,2026-02-15T20:01:00Z,Fitbit App
2026-02-15T20:06:00Z,2026-02-15T20:55:00Z,Fitbit App
2026-02-15T20:57:00Z,2026-02-15T21:23:00Z,Fitbit App
2026-02-15T21:36:00Z,2026-02-15T22:11:00Z,Fitbit App
2026-02-15T22:18:00Z,2026-02-15T22:46:00Z,Fitbit App
2026-02-15T22:49:00Z,2026-02-15T23:39:00Z,Fitbit App
2026-02-15T23:55:00Z,2026-02-16T00:27:00Z,Fitbit App
