start time,end time,data source
2026-01-18T04:11:00Z,2026-01-18T04:46:00Z,Fitbit App
2026-01-18T08:47:00Z,2026-01-18T09:02:00Z,Fitbit App
2026-01-18T15:42:00Z,2026-01-18T16:45:00Z,Fitbit App
2026-01-18T17:19:00Z,2026-01-18T17:54:00Z,Fitbit App
2026-01-18T18:07:00Z,2026-01-18T18:18:00Z,Fitbit App
2026-01-18T18:25:00Z,2026-01-18T18:45:00Z,Fitbit App
2026-01-18T18:46:00Z,2026-01-18T18:59:00Z,Fitbit App
2026-01-18T19:27:00Z,2026-01-18T19:37:00Z,Fitbit App
2026-01-18T20:12:00Z,2026-01-18T20:24:00Z,Fitbit App
2026-01-18T20:39:00Z,2026-01-18T20:54:00Z,Fitbit App
2026-01-18T21:39:00Z,2026-01-18T22:00:00Z,Fitbit App
2026-01-18T22:36:00Z,2026-01-18T22:46:00Z,Fitbit App
2026-01-18T23:31:00Z,2026-01-18T23:50:00Z,Fitbit App
