start time,end time,data source
2026-01-24T00:24:00Z,2026-01-24T01:04:00Z,Fitbit App
2026-01-24T01:13:00Z,2026-01-24T01:27:00Z,Fitbit App
2026-01-24T01:33:00Z,2026-01-24T01:47:00Z,Fitbit App
2026-01-24T01:52:00Z,2026-01-24T02:04:00Z,Fitbit App
2026-01-24T04:05:00Z,2026-01-24T04:38:00Z,Fitbit App
2026-01-24T04:40:00Z,2026-01-24T05:02:00Z,Fitbit App
2026-01-24T05:11:00Z,2026-01-24T05:44:00Z,Fitbit App
2026-01-24T05:57:00Z,2026-01-24T06:12:00Z,Fitbit App
2026-01-24T08:05:00Z,2026-01-24T08:25:00Z,Fitbit App
2026-01-24T09:00:00Z,2026-01-24T09:22:00Z,Fitbit App
2026-01-24T09:23:00Z,2026-01-24T09:51:00Z,Fitbit App
2026-01-24T19:27:00Z,2026-01-24T19:39:00Z,Fitbit App
2026-01-24T19:43:00Z,2026-01-24T19:55:00Z,Fitbit App
2026-01-24T20:09:00Z,2026-01-24T20:32:00Z,Fitbit App
2026-01-24T21:46:00Z,2026-01-24T22:23:00Z,Fitbit App
2026-01-24T22:29:00Z,2026-01-24T22:42:00Z,Fitbit App
2026-01-24T22:43:00Z,2026-01-24T23:01:00Z,Fitbit App
2026-01-24T23:06:00Z,2026-01-24T23:19:00Z,Fitbit App
2026-01-24T23:20:00Z,2026-01-24T23:54:00Z,Fitbit App
2026-01-24T23:58:00Z,2026-01-25T02:17:00Z,Fitbit App
