start time,end time,data source
2025-09-01T00:13:00Z,2025-09-01T00:23:00Z,Fitbit App
2025-09-01T01:04:00Z,2025-09-01T02:20:00Z,Fitbit App
2025-09-01T06:13:00Z,2025-09-01T06:46:00Z,Fitbit App
2025-09-01T07:00:00Z,2025-09-01T07:40:00Z,Fitbit App
2025-09-01T11:55:00Z,2025-09-01T12:13:00Z,Fitbit App
2025-09-01T12:56:00Z,2025-09-01T13:39:00Z,Fitbit App
2025-09-01T14:53:00Z,2025-09-01T15:57:00Z,Fitbit App
2025-09-01T15:58:00Z,2025-09-01T16:32:00Z,Fitbit App
2025-09-01T17:27:00Z,2025-09-01T17:59:00Z,Fitbit App
2025-09-01T18:11:00Z,2025-09-01T18:37:00Z,Fitbit App
2025-09-01T18:42:00Z,2025-09-01T19:23:00Z,Fitbit App
2025-09-01T19:54:00Z,2025-09-01T20:47:00Z,Fitbit App
2025-09-01T20:51:00Z,2025-09-01T21:06:00Z,Fitbit App
