timestamp,beats per minute,data source
2026-01-15T00:00:00Z,85.0,Charge 6
2026-01-15T00:00:03Z,85.0,Charge 6
2026-01-15T00:00:04Z,82.0,Charge 6
2026-01-15T00:00:06Z,80.0,Charge 6
2026-01-15T00:00:08Z,78.0,Charge 6
2026-01-15T00:00:10Z,77.0,Charge 6
2026-01-15T00:00:11Z,77.0,Charge 6
2026-01-15T00:00:14Z,77.0,Charge 6
2026-01-15T00:00:15Z,79.0,Charge 6
2026-01-15T00:00:17Z,80.0,Charge 6
2026-01-15T00:00:19Z,81.0,Charge 6
2026-01-15T00:00:22Z,81.0,Charge 6
2026-01-15T00:00:25Z,82.0,Charge 6
2026-01-15T00:00:27Z,95.0,Charge 6
2026-01-15T00:00:29Z,94.0,Charge 6
2026-01-15T00:00:31Z,90.0,Charge 6
2026-01-15T00:00:33Z,86.0,Charge 6
2026-01-15T00:00:34Z,83.0,Charge 6
2026-01-15T00:00:37Z,83.0,Charge 6
2026-01-15T00:00:38Z,80.0,Charge 6
2026-01-15T00:00:40Z,78.0,Charge 6
2026-01-15T00:00:42Z,79.0,Charge 6
2026-01-15T00:00:44Z,81.0,Charge 6
2026-01-15T00:00:46Z,83.0,Charge 6
2026-01-15T00:00:48Z,86.0,Charge 6
2026-01-15T00:00:50Z,88.0,Charge 6
2026-01-15T00:00:52Z,87.0,Charge 6
2026-01-15T00:00:54Z,86.0,Charge 6
2026-01-15T00:00:56Z,86.0,Charge 6
2026-01-15T00:00:58Z,86.0,Charge 6
2026-01-15T00:01:01Z,89.0,Charge 6
2026-01-15T00:01:04Z,89.0,Charge 6
2026-01-15T00:01:05Z,90.0,Charge 6
2026-01-15T00:01:07Z,92.0,Charge 6
2026-01-15T00:01:09Z,93.0,Charge 6
2026-01-15T00:01:11Z,92.0,Charge 6
2026-01-15T00:01:13Z,94.0,Charge 6
2026-01-15T00:01:15Z,95.0,Charge 6
2026-01-15T00:01:17Z,97.0,Charge 6
2026-01-15T00:01:20Z,97.0,Charge 6
2026-01-15T00:01:21Z,95.0,Charge 6
2026-01-15T00:01:22Z,93.0,Charge 6
2026-01-15T00:01:25Z,93.0,Charge 6
2026-01-15T00:01:26Z,94.0,Charge 6
2026-01-15T00:01:28Z,95.0,Charge 6
2026-01-15T00:01:30Z,94.0,Charge 6
2026-01-15T00:01:32Z,93.0,Charge 6
2026-01-15T00:01:34Z,94.0,Charge 6
2026-01-15T00:01:36Z,95.0,Charge 6
2026-01-15T00:01:38Z,96.0,Charge 6
2026-01-15T00:01:41Z,96.0,Charge 6
2026-01-15T00:01:42Z,97.0,Charge 6
2026-01-15T00:01:45Z,97.0,Charge 6
2026-01-15T00:01:46Z,95.0,Charge 6
2026-01-15T00:01:49Z,95.0,Charge 6
2026-01-15T00:01:51Z,94.0,Charge 6
2026-01-15T00:01:53Z,95.0,Charge 6
2026-01-15T00:01:55Z,99.0,Charge 6
2026-01-15T00:01:57Z,102.0,Charge 6
2026-01-15T00:01:59Z,98.0,Charge 6
2026-01-15T00:02:01Z,97.0,Charge 6
2026-01-15T00:02:04Z,97.0,Charge 6
2026-01-15T00:02:05Z,98.0,Charge 6
2026-01-15T00:02:07Z,99.0,Charge 6
2026-01-15T00:02:09Z,107.0,Charge 6
2026-01-15T00:02:10Z,98.0,Charge 6
2026-01-15T00:02:13Z,98.0,Charge 6
2026-01-15T00:02:14Z,101.0,Charge 6
2026-01-15T00:02:16Z,100.0,Charge 6
2026-01-15T00:02:18Z,98.0,Charge 6
2026-01-15T00:02:20Z,97.0,Charge 6
2026-01-15T00:02:22Z,98.0,Charge 6
2026-01-15T00:02:25Z,98.0,Charge 6
2026-01-15T00:02:26Z,96.0,Charge 6
2026-01-15T00:02:28Z,93.0,Charge 6
2026-01-15T00:02:30Z,94.0,Charge 6
2026-01-15T00:02:33Z,94.0,Charge 6
2026-01-15T00:02:34Z,92.0,Charge 6
2026-01-15T00:02:35Z,90.0,Charge 6
2026-01-15T00:02:37Z,89.0,Charge 6
2026-01-15T00:02:39Z,90.0,Charge 6
2026-01-15T00:02:41Z,89.0,Charge 6
2026-01-15T00:02:44Z,89.0,Charge 6
2026-01-15T00:02:45Z,90.0,Charge 6
2026-01-15T00:02:48Z,90.0,Charge 6
2026-01-15T00:02:49Z,88.0,Charge 6
2026-01-15T00:02:51Z,87.0,Charge 6
2026-01-15T00:02:53Z,88.0,Charge 6
2026-01-15T00:02:56Z,88.0,Charge 6
2026-01-15T00:02:58Z,89.0,Charge 6
2026-01-15T00:03:01Z,89.0,Charge 6
2026-01-15T00:03:04Z,88.0,Charge 6
2026-01-15T00:03:07Z,88.0,Charge 6
2026-01-15T00:03:08Z,89.0,Charge 6
2026-01-15T00:03:11Z,89.0,Charge 6
2026-01-15T00:03:12Z,88.0,Charge 6
2026-01-15T00:03:14Z,89.0,Charge 6
2026-01-15T00:03:17Z,89.0,Charge 6
2026-01-15T00:03:18Z,88.0,Charge 6
2026-01-15T00:03:20Z,89.0,Charge 6
2026-01-15T00:03:22Z,88.0,Charge 6
2026-01-15T00:03:25Z,88.0,Charge 6
2026-01-15T00:03:28Z,88.0,Charge 6
2026-01-15T00:03:31Z,88.0,Charge 6
2026-01-15T00:03:33Z,90.0,Charge 6
2026-01-15T00:03:36Z,90.0,Charge 6
2026-01-15T00:03:39Z,92.0,Charge 6
2026-01-15T00:03:41Z,93.0,Charge 6
2026-01-15T00:03:43Z,92.0,Charge 6
2026-01-15T00:03:46Z,92.0,Charge 6
2026-01-15T00:03:48Z,91.0,Charge 6
2026-01-15T00:03:50Z,92.0,Charge 6
2026-01-15T00:03:52Z,89.0,Charge 6
2026-01-15T00:03:54Z,88.0,Charge 6
2026-01-15T00:03:56Z,89.0,Charge 6
2026-01-15T00:03:59Z,89.0,Charge 6
2026-01-15T00:04:02Z,88.0,Charge 6
2026-01-15T00:04:05Z,88.0,Charge 6
2026-01-15T00:04:06Z,89.0,Charge 6
2026-01-15T00:04:08Z,93.0,Charge 6
2026-01-15T00:04:10Z,94.0,Charge 6
2026-01-15T00:04:11Z,91.0,Charge 6
2026-01-15T00:04:13Z,90.0,Charge 6
2026-01-15T00:04:15Z,91.0,Charge 6
2026-01-15T00:04:18Z,91.0,Charge 6
2026-01-15T00:04:19Z,95.0,Charge 6
2026-01-15T00:04:21Z,94.0,Charge 6
2026-01-15T00:04:24Z,94.0,Charge 6
2026-01-15T00:04:25Z,93.0,Charge 6
2026-01-15T00:04:27Z,94.0,Charge 6
2026-01-15T00:04:30Z,94.0,Charge 6
2026-01-15T00:04:33Z,93.0,Charge 6
2026-01-15T00:04:34Z,92.0,Charge 6
2026-01-15T00:04:37Z,92.0,Charge 6
2026-01-15T00:04:38Z,93.0,Charge 6
2026-01-15T00:04:40Z,94.0,Charge 6
2026-01-15T00:04:43Z,94.0,Charge 6
2026-01-15T00:04:44Z,96.0,Charge 6
2026-01-15T00:04:46Z,98.0,Charge 6
2026-01-15T00:04:48Z,97.0,Charge 6
2026-01-15T00:04:50Z,99.0,Charge 6
2026-01-15T00:04:53Z,99.0,Charge 6
2026-01-15T00:04:54Z,98.0,Charge 6
2026-01-15T00:04:56Z,99.0,Charge 6
2026-01-15T00:04:58Z,100.0,Charge 6
2026-01-15T00:05:01Z,100.0,Charge 6
2026-01-15T00:05:04Z,100.0,Charge 6
2026-01-15T00:05:05Z,101.0,Charge 6
2026-01-15T00:05:08Z,101.0,Charge 6
2026-01-15T00:05:11Z,102.0,Charge 6
2026-01-15T00:05:13Z,101.0,Charge 6
2026-01-15T00:05:16Z,101.0,Charge 6
2026-01-15T00:05:17Z,99.0,Charge 6
2026-01-15T00:05:19Z,98.0,Charge 6
2026-01-15T00:05:21Z,97.0,Charge 6
2026-01-15T00:05:22Z,96.0,Charge 6
2026-01-15T00:05:24Z,97.0,Charge 6
2026-01-15T00:05:27Z,97.0,Charge 6
2026-01-15T00:05:28Z,96.0,Charge 6
2026-01-15T00:05:30Z,94.0,Charge 6
2026-01-15T00:05:32Z,93.0,Charge 6
2026-01-15T00:05:35Z,93.0,Charge 6
2026-01-15T00:05:36Z,95.0,Charge 6
2026-01-15T00:05:38Z,96.0,Charge 6
2026-01-15T00:05:40Z,99.0,Charge 6
2026-01-15T00:05:42Z,101.0,Charge 6
2026-01-15T00:05:44Z,100.0,Charge 6
2026-01-15T00:05:46Z,97.0,Charge 6
2026-01-15T00:05:47Z,96.0,Charge 6
2026-01-15T00:05:50Z,96.0,Charge 6
2026-01-15T00:05:53Z,96.0,Charge 6
2026-01-15T00:05:55Z,94.0,Charge 6
2026-01-15T00:05:57Z,93.0,Charge 6
2026-01-15T00:05:59Z,92.0,Charge 6
2026-01-15T00:06:02Z,92.0,Charge 6
2026-01-15T00:06:05Z,91.0,Charge 6
2026-01-15T00:06:07Z,90.0,Charge 6
2026-01-15T00:06:10Z,91.0,Charge 6
2026-01-15T00:06:13Z,91.0,Charge 6
2026-01-15T00:06:16Z,92.0,Charge 6
2026-01-15T00:06:18Z,93.0,Charge 6
2026-01-15T00:06:21Z,93.0,Charge 6
2026-01-15T00:06:24Z,92.0,Charge 6
2026-01-15T00:06:27Z,92.0,Charge 6
2026-01-15T00:06:28Z,91.0,Charge 6
2026-01-15T00:06:31Z,91.0,Charge 6
2026-01-15T00:06:32Z,90.0,Charge 6
2026-01-15T00:06:34Z,91.0,Charge 6
2026-01-15T00:06:35Z,92.0,Charge 6
2026-01-15T00:06:37Z,96.0,Charge 6
2026-01-15T00:06:39Z,99.0,Charge 6
2026-01-15T00:06:41Z,97.0,Charge 6
2026-01-15T00:06:43Z,106.0,Charge 6
2026-01-15T00:06:45Z,109.0,Charge 6
2026-01-15T00:06:47Z,111.0,Charge 6
2026-01-15T00:06:49Z,114.0,Charge 6
2026-01-15T00:06:51Z,115.0,Charge 6
2026-01-15T00:06:53Z,113.0,Charge 6
2026-01-15T00:06:55Z,110.0,Charge 6
2026-01-15T00:06:57Z,107.0,Charge 6
2026-01-15T00:06:58Z,108.0,Charge 6
2026-01-15T00:07:00Z,110.0,Charge 6
2026-01-15T00:07:02Z,111.0,Charge 6
2026-01-15T00:07:05Z,111.0,Charge 6
2026-01-15T00:07:06Z,110.0,Charge 6
2026-01-15T00:07:09Z,110.0,Charge 6
