start time,end time,data source
2025-08-29T01:55:00Z,2025-08-29T02:05:00Z,Fitbit App
2025-08-29T02:19:00Z,2025-08-29T02:36:00Z,Fitbit App
2025-08-29T02:37:00Z,2025-08-29T02:47:00Z,Fitbit App
2025-08-29T02:52:00Z,2025-08-29T03:30:00Z,Fitbit App
2025-08-29T03:33:00Z,2025-08-29T03:44:00Z,Fitbit App
2025-08-29T04:04:00Z,2025-08-29T06:05:00Z,Fitbit App
2025-08-29T06:12:00Z,2025-08-29T07:00:00Z,Fitbit App
2025-08-29T15:24:00Z,2025-08-29T15:40:00Z,Fitbit App
2025-08-29T16:01:00Z,2025-08-29T16:46:00Z,Fitbit App
2025-08-29T17:17:00Z,2025-08-29T17:40:00Z,Fitbit App
2025-08-29T18:04:00Z,2025-08-29T18:35:00Z,Fitbit App
2025-08-29T18:39:00Z,2025-08-29T18:56:00Z,Fitbit App
2025-08-29T19:42:00Z,2025-08-29T20:04:00Z,Fitbit App
2025-08-29T20:36:00Z,2025-08-29T20:46:00Z,Fitbit App
2025-08-29T22:36:00Z,2025-08-29T22:52:00Z,Fitbit App
2025-08-29T23:24:00Z,2025-08-29T23:58:00Z,Fitbit App
