timestamp,Infrared to Red Signal Ratio
01/03/26 00:32:00,50
01/03/26 00:33:00,-4
01/03/26 00:34:00,-6
01/03/26 00:35:00,3
01/03/26 00:36:00,-5
01/03/26 00:37:00,9
01/03/26 00:38:00,-2
01/03/26 00:39:00,-4
01/03/26 00:40:00,13
01/03/26 00:41:00,0
01/03/26 00:42:00,0
01/03/26 00:43:00,-56
01/03/26 00:44:00,0
01/03/26 00:45:00,47
01/03/26 00:46:00,24
01/03/26 00:47:00,-1
01/03/26 00:48:00,4
01/03/26 00:49:00,-2
01/03/26 00:50:00,-11
01/03/26 00:51:00,-4
01/03/26 00:52:00,4
01/03/26 00:53:00,-7
01/03/26 00:54:00,-6
01/03/26 00:55:00,5
01/03/26 00:56:00,-61
01/03/26 00:57:00,-37
01/03/26 00:58:00,0
01/03/26 00:59:00,-8
01/03/26 01:00:00,0
01/03/26 01:01:00,-8
01/03/26 01:02:00,-10
01/03/26 01:03:00,-42
01/03/26 01:04:00,-4
01/03/26 01:05:00,-1
01/03/26 01:06:00,-17
01/03/26 01:07:00,0
01/03/26 01:08:00,-4
01/03/26 01:09:00,-73
01/03/26 01:10:00,-18
01/03/26 01:11:00,0
01/03/26 01:12:00,4
01/03/26 01:13:00,-5
01/03/26 01:14:00,0
01/03/26 01:15:00,-7
01/03/26 01:16:00,-6
01/03/26 01:17:00,-27
01/03/26 01:18:00,-38
01/03/26 01:19:00,-8
01/03/26 01:20:00,-43
01/03/26 01:21:00,19
01/03/26 01:22:00,0
01/03/26 01:23:00,0
01/03/26 01:24:00,45
01/03/26 01:25:00,0
01/03/26 01:26:00,0
01/03/26 01:27:00,0
01/03/26 01:28:00,4
01/03/26 01:29:00,-17
01/03/26 01:30:00,-17
01/03/26 01:31:01,-36
01/03/26 01:32:04,-14
01/03/26 01:33:08,-14
01/03/26 01:34:12,-14
01/03/26 01:35:12,3
01/03/26 01:36:12,-4
01/03/26 01:37:12,-4
01/03/26 01:38:12,3
01/03/26 01:39:12,-22
01/03/26 01:40:12,0
01/03/26 01:41:12,-12
01/03/26 01:42:12,-21
01/03/26 01:43:12,-3
01/03/26 01:44:12,0
01/03/26 01:45:12,-17
01/03/26 01:46:12,0
01/03/26 01:47:12,0
01/03/26 01:48:12,40
01/03/26 01:49:12,-2
01/03/26 01:50:12,0
01/03/26 01:51:12,-1
01/03/26 01:52:12,-8
01/03/26 01:53:12,-8
01/03/26 01:54:12,47
01/03/26 01:55:12,0
01/03/26 01:56:12,11
01/03/26 01:57:12,0
01/03/26 01:58:12,10
01/03/26 01:59:12,21
01/03/26 02:00:12,37
01/03/26 02:01:12,4
01/03/26 02:02:12,-17
01/03/26 02:03:12,0
01/03/26 02:04:12,39
01/03/26 02:05:12,8
01/03/26 02:06:13,14
01/03/26 02:07:13,-15
01/03/26 02:08:13,41
01/03/26 02:09:13,-5
01/03/26 02:10:13,0
01/03/26 02:11:13,0
01/03/26 02:12:13,30
01/03/26 02:13:13,3
01/03/26 02:14:13,3
01/03/26 02:15:13,13
01/03/26 02:16:13,11
01/03/26 02:17:13,26
01/03/26 02:18:13,0
01/03/26 02:19:13,-2
01/03/26 02:20:13,6
01/03/26 02:21:13,27
01/03/26 02:22:13,24
01/03/26 02:23:13,-43
01/03/26 02:24:13,49
01/03/26 02:25:13,-17
01/03/26 02:26:13,0
01/03/26 02:27:13,2
01/03/26 02:28:13,-17
01/03/26 02:29:13,-47
01/03/26 02:30:13,-25
01/03/26 02:31:13,0
01/03/26 02:32:13,-8
01/03/26 02:33:13,0
01/03/26 02:34:13,0
01/03/26 02:35:13,5
01/03/26 02:36:13,-13
01/03/26 02:37:16,1
01/03/26 02:38:16,8
01/03/26 02:39:16,0
01/03/26 02:40:16,1
01/03/26 02:41:16,0
01/03/26 02:42:16,25
01/03/26 02:43:16,13
01/03/26 02:44:16,9
01/03/26 02:45:16,5
01/03/26 02:46:16,-42
01/03/26 02:47:16,2
01/03/26 02:48:16,6
01/03/26 02:49:16,-2
01/03/26 02:50:16,-15
01/03/26 02:51:16,8
01/03/26 02:52:16,4
01/03/26 02:53:16,0
01/03/26 02:54:16,-4
01/03/26 02:55:16,9
01/03/26 02:56:16,-4
01/03/26 02:57:16,0
01/03/26 02:58:16,-24
01/03/26 02:59:16,-1
01/03/26 03:00:16,-27
01/03/26 03:01:16,0
01/03/26 03:02:16,2
01/03/26 03:03:16,26
01/03/26 03:04:16,13
01/03/26 03:05:16,-13
01/03/26 03:06:16,-14
01/03/26 03:07:16,0
01/03/26 03:08:16,-3
01/03/26 03:09:16,-12
01/03/26 03:10:16,0
01/03/26 03:11:16,0
01/03/26 03:12:16,12
01/03/26 03:13:16,0
01/03/26 03:14:17,0
01/03/26 03:15:17,0
01/03/26 03:16:17,-13
01/03/26 03:17:17,4
01/03/26 03:18:17,-29
01/03/26 03:19:17,-1
01/03/26 03:20:17,-23
01/03/26 03:21:17,0
01/03/26 03:22:17,27
01/03/26 03:23:17,-73
01/03/26 03:24:17,-1
01/03/26 03:25:17,67
01/03/26 03:26:17,-8
01/03/26 03:27:17,-8
01/03/26 03:28:17,16
01/03/26 03:29:17,8
01/03/26 03:30:17,-14
01/03/26 03:31:17,0
01/03/26 03:32:17,-8
01/03/26 03:33:17,-39
01/03/26 03:34:17,-6
01/03/26 03:35:17,-60
01/03/26 03:36:17,36
01/03/26 03:37:17,47
01/03/26 03:38:17,12
01/03/26 03:39:17,-34
01/03/26 03:40:17,-26
01/03/26 03:41:17,-11
01/03/26 03:42:17,7
01/03/26 03:43:17,0
01/03/26 03:44:17,0
01/03/26 03:45:17,-16
01/03/26 03:46:17,2
01/03/26 03:47:17,-1
01/03/26 03:48:17,24
01/03/26 03:49:17,0
01/03/26 03:50:17,-15
01/03/26 03:51:17,2
01/03/26 03:52:17,13
01/03/26 03:53:20,-1
01/03/26 03:54:24,-8
01/03/26 03:55:25,-17
01/03/26 03:56:25,0
01/03/26 03:57:25,34
01/03/26 03:58:25,26
01/03/26 03:59:25,47
01/03/26 04:00:25,10
01/03/26 04:01:25,0
01/03/26 04:02:25,-12
01/03/26 04:03:25,21
01/03/26 04:04:25,2
01/03/26 04:05:25,0
01/03/26 04:06:25,8
01/03/26 04:07:25,-4
01/03/26 04:08:25,-11
01/03/26 04:09:25,-5
01/03/26 04:10:25,0
01/03/26 04:11:25,17
01/03/26 04:12:25,-53
01/03/26 04:13:25,24
01/03/26 04:14:25,-2
01/03/26 04:15:25,0
01/03/26 04:16:25,-11
01/03/26 04:17:25,34
01/03/26 04:18:25,-4
01/03/26 04:19:25,1
01/03/26 04:20:25,1
01/03/26 04:21:25,-1
01/03/26 04:22:25,77
01/03/26 04:23:25,-78
01/03/26 04:24:25,-14
01/03/26 04:25:25,-22
01/03/26 04:26:25,-8
01/03/26 04:27:25,-16
01/03/26 04:28:25,-8
01/03/26 04:29:25,0
01/03/26 04:30:25,-38
01/03/26 04:31:25,-20
01/03/26 04:32:25,-12
01/03/26 04:33:25,0
01/03/26 04:34:25,4
01/03/26 04:35:25,1
01/03/26 04:36:25,-33
01/03/26 04:37:25,-5
01/03/26 04:38:25,0
01/03/26 04:39:25,-30
01/03/26 04:40:25,2
01/03/26 04:41:25,-63
01/03/26 04:42:25,-22
01/03/26 04:43:25,3
01/03/26 04:44:25,0
01/03/26 04:45:25,-15
01/03/26 04:46:25,0
01/03/26 04:47:26,-18
01/03/26 04:48:26,-2
01/03/26 04:49:26,-9
01/03/26 04:50:26,4
01/03/26 04:51:26,-54
01/03/26 04:52:26,0
01/03/26 04:53:26,-32
01/03/26 04:54:26,0
01/03/26 04:55:26,0
01/03/26 04:56:26,0
01/03/26 04:57:26,19
01/03/26 04:58:26,-4
01/03/26 04:59:26,-4
01/03/26 05:00:26,-38
01/03/26 05:01:26,7
01/03/26 05:02:26,0
01/03/26 05:03:26,-8
01/03/26 05:04:26,-29
01/03/26 05:05:26,5
01/03/26 05:06:26,47
01/03/26 05:07:26,12
01/03/26 05:08:26,-6
01/03/26 05:09:26,-4
01/03/26 05:10:26,0
