timestamp,Infrared to Red Signal Ratio
08/20/25 00:04:00,0
08/20/25 00:05:00,13
08/20/25 00:06:00,28
08/20/25 00:07:00,-9
08/20/25 00:08:00,-8
08/20/25 00:09:00,0
08/20/25 00:15:00,0
08/20/25 00:16:00,-17
08/20/25 00:17:00,0
08/20/25 00:18:00,-20
08/20/25 00:19:00,-8
08/20/25 00:20:00,-21
08/20/25 00:21:00,0
08/20/25 00:22:00,-10
08/20/25 00:23:00,0
08/20/25 00:24:00,-5
08/20/25 00:25:00,-28
08/20/25 00:26:00,-13
08/20/25 00:27:00,24
08/20/25 00:28:00,-44
08/20/25 00:29:00,0
08/20/25 00:30:00,-2
08/20/25 00:31:00,-10
08/20/25 00:32:00,-34
08/20/25 00:33:00,-17
08/20/25 00:34:02,0
08/20/25 00:35:02,0
08/20/25 00:36:02,-47
08/20/25 00:37:02,34
08/20/25 00:38:02,-3
08/20/25 00:39:02,-19
08/20/25 00:40:02,4
08/20/25 00:41:02,3
08/20/25 00:42:02,0
08/20/25 00:43:02,0
08/20/25 00:44:02,-12
08/20/25 00:45:02,48
08/20/25 00:46:02,-43
08/20/25 00:47:02,2
08/20/25 00:48:02,2
08/20/25 00:49:59,-8
08/20/25 00:50:59,23
08/20/25 00:51:59,-33
08/20/25 00:52:59,23
08/20/25 00:53:59,0
08/20/25 00:54:59,0
08/20/25 00:55:59,3
08/20/25 00:56:59,32
08/20/25 00:57:59,3
08/20/25 00:58:59,-3
08/20/25 00:59:59,7
08/20/25 01:00:59,-2
08/20/25 01:01:59,-11
08/20/25 01:02:59,-8
08/20/25 01:03:59,-13
08/20/25 01:05:02,0
08/20/25 01:06:02,1
08/20/25 01:07:02,0
08/20/25 01:08:02,0
08/20/25 01:09:02,-13
08/20/25 01:10:02,0
08/20/25 01:11:02,-66
08/20/25 01:12:02,0
08/20/25 01:13:02,-35
08/20/25 01:14:02,0
08/20/25 01:15:02,18
08/20/25 01:16:02,4
08/20/25 01:17:02,0
08/20/25 01:18:02,26
08/20/25 01:19:02,9
08/20/25 01:20:02,24
08/20/25 01:21:02,0
08/20/25 01:22:02,24
08/20/25 01:23:02,3
08/20/25 01:24:02,8
08/20/25 01:25:02,17
08/20/25 01:26:02,7
08/20/25 01:27:02,8
08/20/25 01:28:02,3
08/20/25 01:29:02,10
08/20/25 01:30:02,2
08/20/25 01:31:02,5
08/20/25 01:32:02,0
08/20/25 01:33:02,0
08/20/25 01:34:02,0
08/20/25 01:35:01,-17
08/20/25 01:36:01,8
08/20/25 01:37:01,46
08/20/25 01:38:01,33
08/20/25 01:39:01,0
08/20/25 01:40:01,0
08/20/25 01:41:01,13
08/20/25 01:42:01,62
08/20/25 01:43:01,-4
08/20/25 01:44:01,0
08/20/25 01:45:01,0
08/20/25 01:46:01,0
08/20/25 01:47:01,8
08/20/25 01:48:01,5
08/20/25 01:49:01,0
08/20/25 01:50:01,3
08/20/25 01:51:01,-2
08/20/25 01:52:01,7
08/20/25 01:53:01,-6
08/20/25 01:54:01,-47
08/20/25 01:55:01,0
08/20/25 01:56:01,-4
08/20/25 01:57:01,0
08/20/25 01:58:01,0
08/20/25 01:59:01,2
08/20/25 02:00:01,-2
08/20/25 02:01:01,-4
08/20/25 02:02:01,0
08/20/25 02:03:01,-8
08/20/25 02:04:01,23
08/20/25 02:05:02,0
08/20/25 02:06:02,-8
08/20/25 02:07:02,-4
08/20/25 02:08:02,-34
08/20/25 02:09:02,13
08/20/25 02:10:02,-2
08/20/25 02:11:02,-4
08/20/25 02:12:02,-30
08/20/25 02:13:02,10
08/20/25 02:14:02,2
08/20/25 02:15:02,5
08/20/25 02:16:02,-2
08/20/25 02:17:02,35
08/20/25 02:18:02,0
08/20/25 02:19:02,0
08/20/25 02:20:01,-1
08/20/25 02:21:01,-8
08/20/25 02:22:01,5
08/20/25 02:23:01,8
08/20/25 02:24:01,0
08/20/25 02:25:01,-1
08/20/25 02:26:01,0
08/20/25 02:27:01,0
08/20/25 02:28:01,-9
08/20/25 02:29:01,0
08/20/25 02:30:01,0
08/20/25 02:31:01,0
08/20/25 02:32:01,-25
08/20/25 02:33:01,27
