timestamp,Infrared to Red Signal Ratio
11/19/25 00:34:00,0
11/19/25 00:35:00,0
11/19/25 00:36:00,0
11/19/25 00:37:00,0
11/19/25 00:38:00,0
11/19/25 00:45:00,-41
11/19/25 00:46:00,13
11/19/25 00:47:00,0
11/19/25 00:48:00,0
11/19/25 00:49:00,5
11/19/25 00:50:00,5
11/19/25 00:51:00,0
11/19/25 00:52:00,8
11/19/25 00:53:00,-6
11/19/25 00:54:01,7
11/19/25 00:55:01,0
11/19/25 00:56:01,6
11/19/25 00:57:01,0
11/19/25 00:58:01,-4
11/19/25 00:59:01,-14
11/19/25 01:00:01,0
11/19/25 01:01:01,0
11/19/25 01:02:01,-4
11/19/25 01:03:01,-41
11/19/25 01:04:01,-8
11/19/25 01:05:01,-33
11/19/25 01:06:01,0
11/19/25 01:07:01,-7
11/19/25 01:08:01,6
11/19/25 01:09:01,0
11/19/25 01:10:01,34
11/19/25 01:11:01,21
11/19/25 01:12:01,14
11/19/25 01:13:01,-1
11/19/25 01:14:01,6
11/19/25 01:15:01,-32
11/19/25 01:16:01,2
11/19/25 01:17:01,-2
11/19/25 01:18:01,-1
11/19/25 01:19:01,23
11/19/25 01:20:01,-9
11/19/25 01:21:01,0
11/19/25 01:22:01,-5
11/19/25 01:23:01,22
11/19/25 01:24:01,4
11/19/25 01:25:02,-2
11/19/25 01:26:02,0
11/19/25 01:27:02,30
11/19/25 01:28:02,-5
11/19/25 01:29:02,0
11/19/25 01:30:02,-6
11/19/25 01:31:02,0
11/19/25 01:32:02,0
11/19/25 01:33:02,-3
11/19/25 01:34:02,23
11/19/25 01:35:02,-14
11/19/25 01:36:02,3
11/19/25 01:37:02,27
11/19/25 01:38:02,39
11/19/25 01:39:02,-43
11/19/25 01:40:02,-8
11/19/25 01:41:02,-4
11/19/25 01:42:02,0
11/19/25 01:43:02,2
11/19/25 01:44:02,1
11/19/25 01:45:02,4
11/19/25 01:46:02,-4
11/19/25 01:47:02,-1
11/19/25 01:48:02,25
11/19/25 01:49:02,0
11/19/25 01:50:02,14
