timestamp,Infrared to Red Signal Ratio
12/15/25 00:13:30,0
12/15/25 00:14:30,-4
12/15/25 00:15:30,17
12/15/25 00:16:30,15
12/15/25 00:17:30,31
12/15/25 00:18:30,-22
12/15/25 00:19:30,0
12/15/25 00:20:30,-11
12/15/25 00:21:30,0
12/15/25 00:22:30,-39
12/15/25 00:24:30,-24
12/15/25 00:25:30,4
12/15/25 00:26:30,-8
12/15/25 00:27:30,41
12/15/25 00:28:30,0
12/15/25 00:29:30,12
12/15/25 00:30:30,13
12/15/25 00:31:30,29
12/15/25 00:32:30,25
12/15/25 00:33:30,34
12/15/25 00:34:30,50
12/15/25 00:35:30,3
12/15/25 00:36:30,0
12/15/25 00:37:30,-2
12/15/25 00:38:30,0
12/15/25 00:39:30,-8
12/15/25 00:40:30,-3
12/15/25 00:41:30,0
12/15/25 00:42:30,-26
12/15/25 00:43:30,-2
12/15/25 00:44:30,4
12/15/25 00:45:30,25
12/15/25 00:46:30,0
12/15/25 00:47:30,-8
12/15/25 00:48:30,-2
12/15/25 00:49:30,-15
12/15/25 00:50:35,8
12/15/25 00:51:35,0
12/15/25 00:52:35,19
12/15/25 00:53:35,0
12/15/25 00:54:35,-17
12/15/25 00:55:35,-13
12/15/25 00:56:35,0
12/15/25 00:57:35,0
12/15/25 00:58:35,0
12/15/25 00:59:35,7
12/15/25 01:00:35,-1
12/15/25 01:01:35,39
12/15/25 01:02:35,0
12/15/25 01:03:35,-8
12/15/25 01:04:35,-21
12/15/25 01:05:35,-12
12/15/25 01:06:35,-2
12/15/25 01:07:35,-33
12/15/25 01:08:35,-26
12/15/25 01:09:35,0
12/15/25 01:10:35,-29
12/15/25 01:11:35,-4
12/15/25 01:12:35,-16
12/15/25 01:13:35,21
12/15/25 01:14:35,1
12/15/25 01:15:35,0
12/15/25 01:16:35,-71
12/15/25 01:17:35,-10
12/15/25 01:18:35,-8
12/15/25 01:19:35,27
12/15/25 01:20:35,0
12/15/25 01:21:35,0
12/15/25 01:22:35,25
12/15/25 01:23:35,-16
12/15/25 01:24:35,4
12/15/25 01:25:35,0
12/15/25 01:26:35,12
12/15/25 01:27:35,0
12/15/25 01:28:35,11
12/15/25 01:29:35,7
12/15/25 01:30:35,0
12/15/25 01:31:35,2
12/15/25 01:32:35,-3
12/15/25 01:33:35,-19
12/15/25 01:34:35,5
12/15/25 01:35:35,0
12/15/25 01:36:35,0
12/15/25 01:37:35,0
12/15/25 01:38:35,-30
12/15/25 01:39:35,-6
