timestamp,Infrared to Red Signal Ratio
11/13/25 00:00:30,4
11/13/25 00:01:30,26
11/13/25 00:02:30,8
11/13/25 00:03:30,10
11/13/25 00:04:30,-1
11/13/25 00:05:30,0
11/13/25 00:06:30,0
11/13/25 00:07:30,-5
11/13/25 00:08:30,2
11/13/25 00:09:30,3
11/13/25 00:10:30,0
11/13/25 00:11:30,12
11/13/25 00:12:30,23
11/13/25 00:13:30,0
11/13/25 00:14:30,-4
11/13/25 00:15:30,-3
11/13/25 00:16:30,9
11/13/25 00:17:30,1
11/13/25 00:18:30,6
11/13/25 00:19:30,-1
11/13/25 00:20:30,0
11/13/25 00:21:30,-5
11/13/25 00:22:32,71
11/13/25 00:23:33,6
11/13/25 00:24:33,0
11/13/25 00:25:33,-18
11/13/25 00:26:33,-13
11/13/25 00:27:33,0
11/13/25 00:28:33,-30
11/13/25 00:29:33,-29
11/13/25 00:30:33,-37
11/13/25 00:31:33,31
11/13/25 00:32:33,8
11/13/25 00:33:33,-17
11/13/25 00:34:33,-13
11/13/25 00:35:33,5
11/13/25 00:36:33,-20
11/13/25 00:37:33,0
11/13/25 00:38:33,-11
11/13/25 00:39:33,10
11/13/25 00:40:33,7
11/13/25 00:41:33,-26
11/13/25 00:42:33,0
11/13/25 00:43:33,34
11/13/25 00:44:33,-30
11/13/25 00:45:33,-14
11/13/25 00:46:33,-8
11/13/25 00:47:33,0
11/13/25 00:48:33,0
11/13/25 00:49:33,-8
11/13/25 00:50:33,-26
11/13/25 00:51:33,-5
11/13/25 00:52:33,0
11/13/25 00:53:33,0
11/13/25 00:54:34,13
11/13/25 00:55:34,-24
11/13/25 00:56:34,12
11/13/25 00:57:34,-1
11/13/25 00:58:34,0
11/13/25 00:59:34,8
11/13/25 01:00:34,-13
11/13/25 01:01:34,23
11/13/25 01:02:34,1
11/13/25 01:03:34,-12
11/13/25 01:04:34,6
11/13/25 01:05:34,-11
11/13/25 01:06:34,-23
11/13/25 01:07:34,-7
11/13/25 01:08:34,3
11/13/25 01:09:34,2
11/13/25 01:10:34,0
11/13/25 01:11:34,0
11/13/25 01:12:34,4
11/13/25 01:13:34,-17
11/13/25 01:14:34,4
11/13/25 01:15:34,0
11/13/25 01:16:34,0
11/13/25 01:17:34,7
11/13/25 01:18:34,28
11/13/25 01:19:34,-26
11/13/25 01:20:34,10
11/13/25 01:21:34,-12
11/13/25 01:22:34,4
11/13/25 01:23:34,32
11/13/25 01:24:34,0
11/13/25 01:25:38,25
11/13/25 01:26:38,-10
11/13/25 01:27:38,0
11/13/25 01:28:38,0
11/13/25 01:29:38,0
11/13/25 01:30:38,-1
11/13/25 01:31:38,0
11/13/25 01:32:38,-10
11/13/25 01:33:38,0
11/13/25 01:34:38,6
11/13/25 01:35:38,-2
11/13/25 01:36:38,12
11/13/25 01:37:38,0
11/13/25 01:38:38,-4
11/13/25 01:39:38,6
11/13/25 01:40:38,0
11/13/25 01:41:38,-25
11/13/25 01:42:38,0
11/13/25 01:43:38,12
11/13/25 01:44:38,6
11/13/25 01:45:38,-1
11/13/25 01:46:38,36
11/13/25 01:47:38,4
11/13/25 01:48:38,2
11/13/25 01:49:38,24
11/13/25 01:50:38,-27
11/13/25 01:51:38,0
11/13/25 01:52:38,8
11/13/25 01:53:38,1
11/13/25 01:54:38,-8
11/13/25 01:55:38,14
11/13/25 01:56:40,3
11/13/25 01:57:40,27
11/13/25 01:58:40,23
11/13/25 01:59:40,1
11/13/25 02:00:40,39
11/13/25 02:01:40,0
11/13/25 02:02:40,-6
11/13/25 02:03:40,10
11/13/25 02:04:40,-32
11/13/25 02:05:40,-8
11/13/25 02:06:40,12
11/13/25 02:07:40,-1
11/13/25 02:08:40,-70
11/13/25 02:09:40,-22
11/13/25 02:10:40,-30
11/13/25 02:11:40,-45
11/13/25 02:12:40,-26
11/13/25 02:13:40,-31
11/13/25 02:14:40,-40
11/13/25 02:15:40,0
11/13/25 02:16:40,-54
11/13/25 02:17:40,0
11/13/25 02:18:40,-2
11/13/25 02:19:40,-33
11/13/25 02:20:40,0
11/13/25 02:21:40,0
11/13/25 02:22:40,1
11/13/25 02:23:40,51
11/13/25 02:24:40,2
11/13/25 02:25:40,1
11/13/25 02:26:40,0
11/13/25 02:27:41,-2
11/13/25 02:28:41,12
11/13/25 02:29:41,0
11/13/25 02:30:41,21
11/13/25 02:31:41,13
11/13/25 02:32:41,4
11/13/25 02:33:41,-26
11/13/25 02:34:41,6
11/13/25 02:35:41,-2
11/13/25 02:36:41,27
11/13/25 02:37:41,3
11/13/25 02:38:41,-8
11/13/25 02:39:41,0
11/13/25 02:40:41,21
11/13/25 02:41:41,0
11/13/25 02:42:41,43
11/13/25 02:43:41,0
11/13/25 02:44:41,-69
11/13/25 02:45:41,17
11/13/25 02:46:41,-2
11/13/25 02:47:41,-8
11/13/25 02:48:41,2
11/13/25 02:49:41,6
11/13/25 02:50:41,27
11/13/25 02:51:41,14
11/13/25 02:52:41,11
11/13/25 02:53:41,2
11/13/25 02:54:41,21
11/13/25 02:55:41,14
11/13/25 02:56:41,-2
11/13/25 02:57:41,30
11/13/25 02:58:42,6
11/13/25 02:59:42,15
11/13/25 03:00:42,16
11/13/25 03:01:42,-43
11/13/25 03:02:42,19
11/13/25 03:03:42,16
11/13/25 03:04:42,0
11/13/25 03:05:42,1
11/13/25 03:06:42,4
11/13/25 03:07:42,3
11/13/25 03:08:42,23
11/13/25 03:09:42,4
11/13/25 03:10:42,0
11/13/25 03:11:42,8
11/13/25 03:12:42,11
11/13/25 03:13:42,-1
11/13/25 03:14:42,2
11/13/25 03:15:42,0
11/13/25 03:16:42,9
11/13/25 03:17:42,26
11/13/25 03:18:42,0
11/13/25 03:19:42,6
11/13/25 03:20:42,30
11/13/25 03:21:42,0
11/13/25 03:22:42,0
11/13/25 03:23:42,0
11/13/25 03:24:42,12
11/13/25 03:25:42,25
11/13/25 03:26:42,6
11/13/25 03:27:42,-16
11/13/25 03:28:42,4
11/13/25 03:29:43,3
11/13/25 03:30:43,-2
11/13/25 03:31:43,-51
11/13/25 03:32:43,4
11/13/25 03:33:43,-12
11/13/25 03:34:43,-17
11/13/25 03:35:43,5
11/13/25 03:36:43,-17
11/13/25 03:37:43,11
11/13/25 03:38:43,0
11/13/25 03:39:43,-11
11/13/25 03:40:43,4
11/13/25 03:41:43,-3
11/13/25 03:42:43,0
11/13/25 03:43:43,25
11/13/25 03:44:43,13
11/13/25 03:45:43,13
11/13/25 03:46:43,-4
11/13/25 03:47:43,8
11/13/25 03:48:43,0
11/13/25 03:49:43,-25
11/13/25 03:50:43,-17
11/13/25 03:51:43,-30
11/13/25 03:52:43,-47
11/13/25 03:53:43,13
11/13/25 03:54:43,47
11/13/25 03:55:43,11
11/13/25 03:56:43,-8
11/13/25 03:57:43,-47
11/13/25 03:58:43,0
