timestamp,Infrared to Red Signal Ratio
10/30/25 01:14:00,1
10/30/25 01:15:00,0
10/30/25 01:16:00,14
10/30/25 01:17:00,23
10/30/25 01:18:00,19
10/30/25 01:19:00,4
10/30/25 01:20:00,0
10/30/25 01:21:00,0
10/30/25 01:22:00,-1
10/30/25 01:23:00,7
10/30/25 01:24:00,-19
10/30/25 01:25:00,7
10/30/25 01:26:00,6
10/30/25 01:27:00,-10
10/30/25 01:28:00,0
10/30/25 01:29:00,1
10/30/25 01:30:00,-4
10/30/25 01:31:00,-2
10/30/25 01:32:00,0
10/30/25 01:33:00,0
10/30/25 01:34:00,0
10/30/25 01:35:00,5
10/30/25 01:36:00,4
10/30/25 01:37:00,-3
10/30/25 01:38:00,2
10/30/25 01:39:03,1
10/30/25 01:40:03,-52
10/30/25 01:41:03,60
10/30/25 01:42:03,38
10/30/25 01:43:03,0
10/30/25 01:44:03,-8
10/30/25 01:45:03,0
10/30/25 01:46:03,21
10/30/25 01:47:03,17
10/30/25 01:48:03,14
10/30/25 01:49:03,0
10/30/25 01:50:03,26
10/30/25 01:51:03,3
10/30/25 01:52:03,5
10/30/25 01:53:03,-20
10/30/25 01:54:03,15
10/30/25 01:55:03,-28
10/30/25 01:56:03,52
10/30/25 01:57:03,1
10/30/25 01:58:03,-17
10/30/25 01:59:03,2
10/30/25 02:00:03,-2
10/30/25 02:01:03,3
10/30/25 02:02:03,9
10/30/25 02:03:03,0
10/30/25 02:04:03,0
10/30/25 02:05:03,0
10/30/25 02:06:03,-34
10/30/25 02:07:03,54
10/30/25 02:08:03,-4
10/30/25 02:09:03,0
10/30/25 02:10:05,8
10/30/25 02:11:05,-27
10/30/25 02:12:05,-8
10/30/25 02:13:05,0
10/30/25 02:14:05,-13
10/30/25 02:15:05,0
10/30/25 02:16:05,0
10/30/25 02:17:05,-56
10/30/25 02:18:05,47
10/30/25 02:19:05,-22
10/30/25 02:20:05,-8
10/30/25 02:21:05,0
10/30/25 02:22:05,-21
10/30/25 02:23:05,-56
10/30/25 02:24:05,-17
10/30/25 02:25:05,0
10/30/25 02:26:05,0
10/30/25 02:27:05,-4
10/30/25 02:28:05,9
10/30/25 02:29:05,30
10/30/25 02:30:05,73
10/30/25 02:31:05,17
10/30/25 02:32:05,0
10/30/25 02:33:05,60
10/30/25 02:34:05,29
10/30/25 02:35:05,0
10/30/25 02:36:05,17
10/30/25 02:37:05,3
10/30/25 02:38:05,47
10/30/25 02:39:05,0
10/30/25 02:40:05,0
10/30/25 02:41:05,19
10/30/25 02:42:05,13
10/30/25 02:43:05,21
10/30/25 02:44:05,55
10/30/25 02:45:05,-9
10/30/25 02:46:05,-5
10/30/25 02:47:05,0
10/30/25 02:48:05,-7
10/30/25 02:49:05,50
10/30/25 02:50:05,0
10/30/25 02:51:05,0
10/30/25 02:52:05,8
10/30/25 02:53:05,-10
10/30/25 02:54:05,-15
10/30/25 02:55:05,-9
10/30/25 02:56:05,9
10/30/25 02:57:05,14
10/30/25 02:58:05,-17
10/30/25 02:59:05,0
10/30/25 03:00:05,0
10/30/25 03:01:05,0
10/30/25 03:02:05,-27
10/30/25 03:03:05,87
10/30/25 03:04:05,4
10/30/25 03:05:05,-56
10/30/25 03:06:05,11
10/30/25 03:07:05,29
10/30/25 03:08:05,2
10/30/25 03:09:05,19
10/30/25 03:10:05,16
10/30/25 03:11:05,-6
10/30/25 03:12:05,-7
10/30/25 03:13:05,-20
10/30/25 03:14:05,2
10/30/25 03:15:05,-27
10/30/25 03:16:05,0
10/30/25 03:17:05,-8
10/30/25 03:18:05,10
10/30/25 03:19:05,1
10/30/25 03:20:05,4
10/30/25 03:21:05,0
10/30/25 03:22:05,-5
10/30/25 03:23:05,1
10/30/25 03:24:05,4
10/30/25 03:25:05,11
10/30/25 03:26:05,0
10/30/25 03:27:05,-8
10/30/25 03:28:05,-1
10/30/25 03:29:05,37
10/30/25 03:30:05,26
10/30/25 03:31:05,-20
10/30/25 03:32:05,13
10/30/25 03:33:05,31
10/30/25 03:34:05,5
