timestamp,Infrared to Red Signal Ratio
08/28/25 00:00:01,42
08/28/25 00:11:00,0
08/28/25 00:12:00,0
08/28/25 00:13:00,-5
08/28/25 00:14:00,-4
08/28/25 00:15:00,26
08/28/25 00:16:00,63
08/28/25 00:17:00,-3
08/28/25 00:18:00,0
08/28/25 00:19:00,-4
08/28/25 00:20:00,51
08/28/25 00:21:00,-6
08/28/25 00:22:00,-17
08/28/25 00:23:00,0
08/28/25 00:24:00,3
08/28/25 00:25:00,28
08/28/25 00:26:58,-30
08/28/25 00:27:58,-7
08/28/25 00:28:58,17
08/28/25 00:29:58,-16
08/28/25 00:30:58,21
08/28/25 00:31:59,34
08/28/25 00:32:59,11
08/28/25 00:33:59,-6
08/28/25 00:34:59,3
08/28/25 00:35:59,-4
08/28/25 00:36:59,-20
08/28/25 00:37:59,4
08/28/25 00:38:59,58
08/28/25 00:39:59,-1
08/28/25 00:40:59,0
08/28/25 00:42:01,8
08/28/25 00:43:01,9
08/28/25 00:44:01,-1
08/28/25 00:45:01,5
08/28/25 00:46:01,0
08/28/25 00:47:01,-9
08/28/25 00:48:01,-21
08/28/25 00:49:01,3
08/28/25 00:50:01,2
08/28/25 00:51:01,-20
08/28/25 00:52:01,0
08/28/25 00:53:01,-13
08/28/25 00:54:01,-3
08/28/25 00:55:01,6
08/28/25 00:56:01,0
08/28/25 00:57:01,-17
08/28/25 00:58:01,10
08/28/25 00:59:01,5
08/28/25 01:00:01,48
08/28/25 01:01:01,0
08/28/25 01:02:01,13
08/28/25 01:03:02,37
08/28/25 01:04:03,-38
08/28/25 01:05:03,8
08/28/25 01:06:03,13
08/28/25 01:07:03,0
08/28/25 01:08:03,17
08/28/25 01:09:03,-10
08/28/25 01:10:03,28
08/28/25 01:11:03,9
08/28/25 01:12:03,58
08/28/25 01:13:03,-3
08/28/25 01:14:03,-25
08/28/25 01:15:03,0
08/28/25 01:16:03,-37
08/28/25 01:17:03,-21
08/28/25 01:18:03,-13
08/28/25 01:19:03,-34
08/28/25 01:20:03,0
08/28/25 01:21:03,-1
08/28/25 01:22:03,-2
08/28/25 01:23:03,3
08/28/25 01:24:03,-21
08/28/25 01:25:03,12
08/28/25 01:26:03,0
08/28/25 01:27:03,4
08/28/25 01:28:03,-28
08/28/25 01:29:03,0
08/28/25 01:30:03,0
08/28/25 01:31:03,0
08/28/25 01:32:03,-2
08/28/25 01:33:03,0
08/28/25 01:34:03,-14
08/28/25 01:35:03,0
08/28/25 01:36:03,3
08/28/25 01:37:03,-29
08/28/25 01:38:03,7
08/28/25 01:39:03,0
08/28/25 01:40:03,0
08/28/25 01:41:03,-6
08/28/25 01:42:03,-51
08/28/25 01:43:03,-8
08/28/25 01:44:03,-13
08/28/25 01:45:03,2
08/28/25 01:46:03,1
08/28/25 01:47:03,-48
08/28/25 01:48:03,-5
08/28/25 01:49:03,8
08/28/25 01:50:03,0
08/28/25 01:51:03,17
08/28/25 01:52:03,-29
08/28/25 01:53:03,12
08/28/25 01:54:03,-6
08/28/25 01:55:03,4
08/28/25 01:56:03,28
08/28/25 01:57:03,25
08/28/25 01:58:03,-18
08/28/25 01:59:03,-48
08/28/25 02:00:03,-50
08/28/25 02:01:03,4
08/28/25 02:02:03,3
08/28/25 02:03:03,-15
08/28/25 02:04:03,-12
08/28/25 02:05:03,0
08/28/25 02:06:03,0
08/28/25 02:07:03,-31
08/28/25 02:08:03,-4
08/28/25 02:09:03,-5
08/28/25 02:10:03,-1
08/28/25 02:11:03,-13
08/28/25 02:12:03,0
08/28/25 02:13:03,2
08/28/25 02:14:03,-9
08/28/25 02:15:03,-24
08/28/25 02:16:03,-15
08/28/25 02:17:03,22
08/28/25 02:18:03,-8
08/28/25 02:19:03,-27
08/28/25 02:20:03,-65
08/28/25 02:21:03,-1
08/28/25 02:22:03,6
08/28/25 02:23:03,-1
08/28/25 02:24:03,0
08/28/25 02:25:03,7
08/28/25 02:26:03,-10
08/28/25 02:27:03,0
08/28/25 02:28:03,0
08/28/25 02:29:03,0
08/28/25 02:30:03,-42
08/28/25 02:31:03,-6
08/28/25 02:32:03,8
08/28/25 02:33:03,-23
08/28/25 02:34:03,-4
08/28/25 02:35:03,-7
08/28/25 02:36:03,-37
08/28/25 02:37:03,-42
08/28/25 02:38:03,-13
08/28/25 02:39:03,17
08/28/25 02:40:03,-35
08/28/25 02:41:03,13
08/28/25 02:42:03,0
08/28/25 02:43:03,58
08/28/25 02:44:03,0
08/28/25 02:45:03,41
08/28/25 02:46:03,3
08/28/25 02:47:03,-4
08/28/25 02:48:03,2
08/28/25 02:49:03,37
08/28/25 02:50:03,-15
08/28/25 02:51:03,-1
08/28/25 02:52:03,-39
08/28/25 02:53:03,31
08/28/25 02:54:03,14
08/28/25 02:55:03,2
08/28/25 02:56:03,0
