timestamp,bucket_values
2025-12-15T08:09:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.005, 0.004, 0.007, 0.018, 0.049, 0.107, 0.162, 0.188, 0.179, 0.133, 0.078, 0.038, 0.017, 0.005, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-16T07:59:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.008, 0.009, 0.019, 0.042, 0.077, 0.138, 0.191, 0.192, 0.153, 0.091, 0.044, 0.02, 0.007, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-17T10:37:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.006, 0.014, 0.032, 0.086, 0.155, 0.222, 0.216, 0.155, 0.071, 0.024, 0.009, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-18T10:58:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.005, 0.01, 0.045, 0.255, 0.404, 0.184, 0.066, 0.018, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-19T11:00:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.004, 0.037, 0.145, 0.186, 0.201, 0.172, 0.103, 0.062, 0.04, 0.024, 0.013, 0.005, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-21T12:00:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.004, 0.012, 0.041, 0.09, 0.206, 0.269, 0.186, 0.11, 0.048, 0.019, 0.007, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-23T09:02:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.003, 0.003, 0.005, 0.012, 0.023, 0.045, 0.09, 0.151, 0.204, 0.184, 0.133, 0.086, 0.038, 0.016, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0]"
2025-12-24T09:58:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.01, 0.021, 0.041, 0.081, 0.171, 0.232, 0.222, 0.137, 0.054, 0.016, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-25T04:54:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.004, 0.005, 0.01, 0.031, 0.11, 0.19, 0.196, 0.172, 0.13, 0.078, 0.039, 0.021, 0.007, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-26T06:45:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.001, 0.002, 0.002, 0.005, 0.024, 0.064, 0.128, 0.168, 0.195, 0.193, 0.128, 0.06, 0.019, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-27T07:45:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.005, 0.016, 0.048, 0.106, 0.184, 0.211, 0.171, 0.11, 0.064, 0.038, 0.02, 0.012, 0.007, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-28T08:02:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.005, 0.011, 0.025, 0.052, 0.107, 0.148, 0.17, 0.164, 0.137, 0.096, 0.049, 0.021, 0.008, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-29T11:10:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.003, 0.007, 0.026, 0.073, 0.125, 0.158, 0.172, 0.171, 0.141, 0.075, 0.03, 0.01, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-30T06:01:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.005, 0.009, 0.02, 0.036, 0.052, 0.076, 0.112, 0.148, 0.162, 0.159, 0.11, 0.066, 0.027, 0.009, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0]"
2025-12-31T10:28:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.002, 0.002, 0.004, 0.012, 0.036, 0.097, 0.163, 0.171, 0.167, 0.14, 0.097, 0.059, 0.032, 0.011, 0.003, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]"
