timestamp,bucket_values
2025-09-18T07:35:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.003, 0.008, 0.025, 0.07, 0.153, 0.254, 0.234, 0.142, 0.065, 0.028, 0.01, 0.004, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-09-19T08:29:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.017, 0.04, 0.072, 0.138, 0.198, 0.195, 0.148, 0.098, 0.048, 0.022, 0.01, 0.004, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-09-20T06:27:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.005, 0.027, 0.086, 0.126, 0.129, 0.136, 0.139, 0.131, 0.107, 0.061, 0.029, 0.011, 0.005, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-09-21T06:34:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.011, 0.059, 0.163, 0.186, 0.161, 0.143, 0.118, 0.078, 0.043, 0.021, 0.009, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-09-22T04:35:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.005, 0.029, 0.252, 0.401, 0.163, 0.081, 0.041, 0.015, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-09-22T09:09:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.0, 0.001, 0.012, 0.055, 0.221, 0.229, 0.173, 0.108, 0.1, 0.055, 0.026, 0.011, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-09-23T07:29:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.004, 0.005, 0.016, 0.044, 0.102, 0.181, 0.21, 0.178, 0.127, 0.076, 0.031, 0.015, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-09-24T09:36:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.011, 0.031, 0.32, 0.48, 0.121, 0.027, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-09-25T07:18:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.001, 0.002, 0.005, 0.019, 0.046, 0.074, 0.106, 0.141, 0.176, 0.174, 0.132, 0.071, 0.034, 0.011, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-09-26T08:45:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.009, 0.171, 0.275, 0.149, 0.12, 0.098, 0.084, 0.049, 0.025, 0.012, 0.004, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-09-27T08:23:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.007, 0.027, 0.218, 0.495, 0.173, 0.047, 0.016, 0.006, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.001, 0.0, 0.0]"
2025-09-28T07:43:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.006, 0.011, 0.038, 0.082, 0.126, 0.178, 0.187, 0.167, 0.106, 0.054, 0.024, 0.01, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-09-29T07:28:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.004, 0.012, 0.07, 0.166, 0.206, 0.158, 0.116, 0.087, 0.068, 0.048, 0.032, 0.016, 0.008, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-09-30T07:15:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.004, 0.006, 0.021, 0.058, 0.118, 0.179, 0.189, 0.179, 0.13, 0.067, 0.027, 0.012, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
