timestamp,bucket_values
2025-09-01T08:08:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.003, 0.005, 0.01, 0.024, 0.078, 0.185, 0.233, 0.201, 0.123, 0.067, 0.036, 0.017, 0.01, 0.004, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-09-02T08:35:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.005, 0.01, 0.02, 0.052, 0.135, 0.216, 0.204, 0.162, 0.099, 0.052, 0.023, 0.01, 0.005, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-09-03T08:36:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.006, 0.019, 0.056, 0.131, 0.167, 0.176, 0.175, 0.133, 0.077, 0.034, 0.013, 0.006, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-09-04T08:00:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.003, 0.01, 0.028, 0.071, 0.119, 0.162, 0.167, 0.158, 0.125, 0.078, 0.041, 0.02, 0.009, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0]"
2025-09-05T07:12:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.004, 0.005, 0.014, 0.022, 0.045, 0.119, 0.19, 0.216, 0.189, 0.103, 0.051, 0.023, 0.009, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0]"
2025-09-06T05:39:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.005, 0.055, 0.132, 0.107, 0.068, 0.093, 0.129, 0.133, 0.118, 0.08, 0.045, 0.019, 0.008, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-09-07T07:02:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.003, 0.01, 0.029, 0.071, 0.144, 0.215, 0.21, 0.166, 0.086, 0.039, 0.015, 0.005, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-09-08T06:32:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.004, 0.009, 0.031, 0.124, 0.212, 0.223, 0.17, 0.113, 0.063, 0.025, 0.012, 0.004, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-09-08T08:35:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.003, 0.004, 0.009, 0.032, 0.122, 0.208, 0.22, 0.17, 0.114, 0.066, 0.027, 0.014, 0.005, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-09-09T08:02:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.008, 0.011, 0.026, 0.058, 0.113, 0.141, 0.152, 0.15, 0.123, 0.086, 0.056, 0.036, 0.023, 0.008, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-09-10T08:28:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.003, 0.013, 0.081, 0.23, 0.283, 0.198, 0.103, 0.049, 0.021, 0.007, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-09-11T06:51:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.008, 0.017, 0.049, 0.119, 0.197, 0.218, 0.174, 0.105, 0.054, 0.028, 0.013, 0.007, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-09-12T07:55:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.001, 0.002, 0.004, 0.004, 0.014, 0.047, 0.105, 0.197, 0.245, 0.187, 0.116, 0.05, 0.016, 0.008, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-09-13T08:08:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.006, 0.012, 0.032, 0.091, 0.168, 0.224, 0.203, 0.136, 0.067, 0.031, 0.013, 0.006, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-09-14T08:12:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.004, 0.005, 0.017, 0.047, 0.107, 0.178, 0.215, 0.192, 0.126, 0.06, 0.027, 0.011, 0.004, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-09-15T07:49:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.002, 0.004, 0.008, 0.017, 0.041, 0.093, 0.172, 0.216, 0.212, 0.128, 0.062, 0.028, 0.011, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-09-16T07:02:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.003, 0.005, 0.011, 0.026, 0.064, 0.155, 0.221, 0.224, 0.157, 0.075, 0.034, 0.015, 0.004, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0]"
2025-09-16T08:49:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.003, 0.005, 0.011, 0.026, 0.064, 0.155, 0.221, 0.224, 0.157, 0.075, 0.034, 0.015, 0.004, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0]"
2025-09-17T08:26:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.004, 0.007, 0.017, 0.074, 0.184, 0.223, 0.197, 0.145, 0.08, 0.039, 0.015, 0.007, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
