timestamp,bucket_values
2026-01-01T05:47:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.002, 0.002, 0.004, 0.004, 0.006, 0.014, 0.033, 0.075, 0.152, 0.218, 0.221, 0.152, 0.073, 0.031, 0.009, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-01T07:14:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.004, 0.005, 0.007, 0.014, 0.032, 0.073, 0.145, 0.21, 0.218, 0.156, 0.08, 0.036, 0.011, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-02T07:37:00,"[0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.001, 0.001, 0.003, 0.003, 0.01, 0.048, 0.096, 0.12, 0.13, 0.129, 0.125, 0.118, 0.101, 0.064, 0.033, 0.012, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-03T07:45:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.003, 0.006, 0.019, 0.052, 0.139, 0.246, 0.224, 0.149, 0.084, 0.043, 0.019, 0.008, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-04T08:41:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.001, 0.027, 0.093, 0.104, 0.085, 0.108, 0.138, 0.134, 0.116, 0.096, 0.059, 0.027, 0.009, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-05T07:05:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.003, 0.004, 0.01, 0.018, 0.032, 0.062, 0.099, 0.148, 0.174, 0.173, 0.134, 0.08, 0.039, 0.016, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-06T07:31:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.003, 0.006, 0.019, 0.045, 0.108, 0.184, 0.211, 0.186, 0.13, 0.064, 0.026, 0.009, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-07T07:53:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.011, 0.09, 0.09, 0.08, 0.109, 0.111, 0.103, 0.11, 0.105, 0.088, 0.056, 0.027, 0.011, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-08T08:24:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.024, 0.123, 0.161, 0.15, 0.151, 0.153, 0.101, 0.061, 0.037, 0.02, 0.009, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-09T09:11:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.006, 0.015, 0.041, 0.077, 0.158, 0.228, 0.216, 0.136, 0.072, 0.029, 0.012, 0.004, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-10T09:55:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.007, 0.008, 0.035, 0.305, 0.315, 0.197, 0.075, 0.032, 0.015, 0.006, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
