timestamp,bucket_values
2026-01-11T08:44:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.005, 0.029, 0.206, 0.303, 0.208, 0.125, 0.068, 0.03, 0.013, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-12T07:02:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.004, 0.015, 0.039, 0.08, 0.164, 0.211, 0.179, 0.136, 0.09, 0.045, 0.021, 0.008, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-13T08:29:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.007, 0.017, 0.037, 0.064, 0.114, 0.178, 0.188, 0.156, 0.106, 0.066, 0.037, 0.016, 0.006, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-14T07:13:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.003, 0.006, 0.015, 0.038, 0.086, 0.135, 0.162, 0.157, 0.133, 0.106, 0.074, 0.043, 0.024, 0.01, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-15T08:43:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.004, 0.017, 0.05, 0.136, 0.204, 0.2, 0.148, 0.101, 0.065, 0.035, 0.02, 0.01, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-16T07:52:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.003, 0.009, 0.032, 0.077, 0.138, 0.171, 0.165, 0.143, 0.108, 0.073, 0.039, 0.021, 0.011, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-17T08:05:30,"[0.0, 0.0, 0.0, 0.0, 0.002, 0.006, 0.018, 0.258, 0.385, 0.179, 0.065, 0.036, 0.024, 0.014, 0.006, 0.003, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-18T07:39:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.005, 0.093, 0.206, 0.279, 0.161, 0.122, 0.069, 0.035, 0.015, 0.007, 0.003, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-19T05:44:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.005, 0.03, 0.297, 0.271, 0.185, 0.118, 0.055, 0.023, 0.006, 0.003, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-19T09:15:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.007, 0.026, 0.239, 0.244, 0.184, 0.132, 0.08, 0.047, 0.025, 0.009, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-20T08:59:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.006, 0.024, 0.031, 0.03, 0.06, 0.094, 0.159, 0.206, 0.185, 0.121, 0.048, 0.021, 0.007, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-21T07:04:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.006, 0.016, 0.045, 0.107, 0.153, 0.186, 0.185, 0.14, 0.089, 0.038, 0.016, 0.008, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-22T09:03:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.001, 0.002, 0.003, 0.007, 0.016, 0.038, 0.094, 0.167, 0.212, 0.184, 0.146, 0.075, 0.037, 0.011, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-23T08:06:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.006, 0.014, 0.025, 0.054, 0.13, 0.255, 0.252, 0.16, 0.065, 0.022, 0.009, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-24T10:07:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.024, 0.122, 0.178, 0.163, 0.186, 0.179, 0.094, 0.035, 0.009, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-25T10:58:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.002, 0.002, 0.005, 0.002, 0.005, 0.022, 0.117, 0.234, 0.253, 0.231, 0.106, 0.013, 0.006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-26T07:41:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.008, 0.027, 0.053, 0.111, 0.231, 0.287, 0.167, 0.071, 0.025, 0.01, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-27T09:08:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.001, 0.003, 0.003, 0.008, 0.036, 0.053, 0.082, 0.161, 0.23, 0.198, 0.124, 0.057, 0.025, 0.01, 0.006, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-28T09:10:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.012, 0.031, 0.068, 0.128, 0.206, 0.223, 0.168, 0.099, 0.039, 0.014, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-29T06:27:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.001, 0.002, 0.007, 0.015, 0.059, 0.133, 0.18, 0.218, 0.178, 0.111, 0.051, 0.026, 0.011, 0.006, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-30T10:00:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.002, 0.004, 0.014, 0.057, 0.122, 0.184, 0.202, 0.168, 0.124, 0.066, 0.034, 0.013, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-31T09:58:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.006, 0.021, 0.043, 0.079, 0.123, 0.179, 0.203, 0.166, 0.107, 0.044, 0.017, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
