timestamp,bucket_values
2025-08-13T08:18:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.005, 0.015, 0.052, 0.157, 0.25, 0.234, 0.157, 0.08, 0.03, 0.011, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-08-14T08:28:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.006, 0.009, 0.034, 0.099, 0.147, 0.203, 0.201, 0.137, 0.082, 0.047, 0.019, 0.009, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-08-15T08:28:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.007, 0.018, 0.049, 0.101, 0.195, 0.199, 0.163, 0.124, 0.077, 0.04, 0.016, 0.006, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-08-16T08:18:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.013, 0.15, 0.336, 0.249, 0.11, 0.059, 0.036, 0.021, 0.011, 0.006, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-08-17T07:02:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.007, 0.027, 0.051, 0.094, 0.21, 0.259, 0.195, 0.096, 0.035, 0.015, 0.005, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-08-18T07:28:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.004, 0.006, 0.011, 0.025, 0.055, 0.118, 0.19, 0.222, 0.18, 0.099, 0.047, 0.023, 0.01, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-08-19T08:32:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.002, 0.006, 0.015, 0.033, 0.069, 0.154, 0.224, 0.206, 0.135, 0.081, 0.041, 0.02, 0.008, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-08-20T08:02:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.004, 0.006, 0.013, 0.049, 0.123, 0.197, 0.234, 0.187, 0.113, 0.044, 0.015, 0.007, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-08-21T07:56:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.005, 0.014, 0.027, 0.041, 0.071, 0.124, 0.19, 0.21, 0.169, 0.084, 0.038, 0.017, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-08-22T08:15:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.006, 0.038, 0.31, 0.28, 0.188, 0.11, 0.043, 0.014, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-08-24T08:27:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.001, 0.002, 0.002, 0.005, 0.013, 0.024, 0.04, 0.071, 0.128, 0.189, 0.206, 0.17, 0.1, 0.036, 0.009, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0]"
2025-08-25T09:00:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.002, 0.009, 0.035, 0.079, 0.152, 0.232, 0.232, 0.142, 0.068, 0.029, 0.01, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-08-26T09:25:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.007, 0.026, 0.07, 0.118, 0.261, 0.283, 0.145, 0.057, 0.017, 0.008, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-08-27T09:03:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.008, 0.043, 0.207, 0.394, 0.244, 0.073, 0.017, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-08-28T08:07:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.004, 0.009, 0.025, 0.086, 0.235, 0.292, 0.19, 0.089, 0.037, 0.014, 0.008, 0.003, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-08-29T03:14:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.007, 0.059, 0.152, 0.218, 0.239, 0.184, 0.091, 0.034, 0.008, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
