id,template_id,title,body,destination,creation_time,event_type
3365384958247098096,peloton-premium-eligible,All-new Peloton workouts. Now available with Fitbit Premium.,,DESTINATION_COACH_ONBOARDING,2025-12-16T02:51:25.643667Z,MESSAGE_EVENT_TYPE_DISMISSED
